Nacionalidad;Pais_de_nacimiento;Periodo;Total
Francia;Extranjero;2014S1;3316
Francia;Extranjero;2013S2;4129
Francia;Extranjero;2013S1;2900
Francia;Extranjero;2012S2;3842
Francia;Extranjero;2012S1;3356
Francia;Extranjero;2011S2;4157
Francia;Extranjero;2011S1;3405
Francia;Extranjero;2010S2;4129
Francia;Extranjero;2010S1;3403
Francia;Extranjero;2009S2;4011
Francia;Extranjero;2009S1;3474
Francia;Extranjero;2008S2;4460
Francia;Extranjero;2008S1;4192
Irlanda;Total;2022S1;1353
Irlanda;Total;2021S2;1651
Irlanda;Total;2021S1;1524
Irlanda;Total;2020S2;1093
Irlanda;Total;2020S1;692
Irlanda;Total;2019S2;1141
Irlanda;Total;2019S1;958
Irlanda;Total;2018S2;1145
Irlanda;Total;2018S1;814
Irlanda;Total;2017S2;978
Irlanda;Total;2017S1;754
Irlanda;Total;2016S2;771
Irlanda;Total;2016S1;631
Irlanda;Total;2015S2;683
Irlanda;Total;2015S1;555
Irlanda;Total;2014S2;656
Irlanda;Total;2014S1;532
Irlanda;Total;2013S2;726
Irlanda;Total;2013S1;592
Irlanda;Total;2012S2;718
Irlanda;Total;2012S1;680
Irlanda;Total;2011S2;707
Irlanda;Total;2011S1;637
Irlanda;Total;2010S2;685
Irlanda;Total;2010S1;580
Irlanda;Total;2009S2;692
Irlanda;Total;2009S1;629
Irlanda;Total;2008S2;607
Irlanda;Total;2008S1;628
Irlanda;España;2022S1;4
Irlanda;España;2021S2;4
Irlanda;España;2021S1;6
Irlanda;España;2020S2;5
Irlanda;España;2020S1;3
Irlanda;España;2019S2;5
Irlanda;España;2019S1;2
Irlanda;España;2018S2;5
Irlanda;España;2018S1;7
Irlanda;España;2017S2;9
Irlanda;España;2017S1;6
Irlanda;España;2016S2;13
Irlanda;España;2016S1;4
Irlanda;España;2015S2;7
Irlanda;España;2015S1;7
Irlanda;España;2014S2;3
Irlanda;España;2014S1;6
Irlanda;España;2013S2;5
Irlanda;España;2013S1;6
Irlanda;España;2012S2;3
Irlanda;España;2012S1;6
Irlanda;España;2011S2;5
Irlanda;España;2011S1;8
Irlanda;España;2010S2;3
Irlanda;España;2010S1;8
Irlanda;España;2009S2;4
Irlanda;España;2009S1;12
Irlanda;España;2008S2;4
Irlanda;España;2008S1;5
Irlanda;Extranjero;2022S1;1349
Irlanda;Extranjero;2021S2;1647
Irlanda;Extranjero;2021S1;1518
Irlanda;Extranjero;2020S2;1088
Irlanda;Extranjero;2020S1;689
Irlanda;Extranjero;2019S2;1136
Irlanda;Extranjero;2019S1;956
Irlanda;Extranjero;2018S2;1140
Irlanda;Extranjero;2018S1;807
Irlanda;Extranjero;2017S2;969
Irlanda;Extranjero;2017S1;748
Irlanda;Extranjero;2016S2;758
Irlanda;Extranjero;2016S1;627
Irlanda;Extranjero;2015S2;676
Irlanda;Extranjero;2015S1;548
Irlanda;Extranjero;2014S2;653
Irlanda;Extranjero;2014S1;526
Irlanda;Extranjero;2013S2;721
Irlanda;Extranjero;2013S1;586
Irlanda;Extranjero;2012S2;715
Irlanda;Extranjero;2012S1;674
Irlanda;Extranjero;2011S2;702
Irlanda;Extranjero;2011S1;628
Irlanda;Extranjero;2010S2;682
Irlanda;Extranjero;2010S1;572
Irlanda;Extranjero;2009S2;688
Irlanda;Extranjero;2009S1;616
Irlanda;Extranjero;2008S2;603
Irlanda;Extranjero;2008S1;623
Italia;Total;2022S1;18378
Italia;Total;2021S2;17588
Italia;Total;2021S1;11796
Italia;Total;2020S2;10550
Italia;Total;2020S1;10780
Italia;Total;2019S2;17457
Italia;Total;2019S1;15905
Italia;Total;2018S2;16933
Italia;Total;2018S1;14347
Italia;Total;2017S2;16037
Italia;Total;2017S1;12756
Italia;Total;2016S2;11648
Italia;Total;2016S1;10018
Italia;Total;2015S2;9825
Italia;Total;2015S1;8820
Italia;Total;2014S2;8252
Italia;Total;2014S1;6638
Italia;Total;2013S2;6637
Italia;Total;2013S1;5546
Italia;Total;2012S2;6259
Italia;Total;2012S1;5757
Italia;Total;2011S2;6033
Italia;Total;2011S1;5611
Italia;Total;2010S2;5682
Italia;Total;2010S1;5513
Italia;Total;2009S2;5895
Italia;Total;2009S1;5867
Italia;Total;2008S2;7380
Italia;Total;2008S1;8502
Italia;España;2022S1;56
Italia;España;2021S2;74
Italia;España;2021S1;44
Italia;España;2020S2;48
Italia;España;2020S1;40
Italia;España;2019S2;71
Italia;España;2019S1;64
Italia;España;2018S2;81
Italia;España;2018S1;55
Italia;España;2017S2;107
Italia;España;2017S1;88
Italia;España;2016S2;76
Italia;España;2016S1;80
Italia;España;2015S2;85
Italia;España;2015S1;92
Italia;España;2014S2;68
Italia;España;2014S1;64
Italia;España;2013S2;60
Italia;España;2013S1;65
Italia;España;2012S2;83
Italia;España;2012S1;61
Italia;España;2011S2;55
Italia;España;2011S1;48
Italia;España;2010S2;50
Italia;España;2010S1;61
Italia;España;2009S2;35
Italia;España;2009S1;50
Italia;España;2008S2;57
Italia;España;2008S1;54
Italia;Extranjero;2022S1;18322
Italia;Extranjero;2021S2;17514
Italia;Extranjero;2021S1;11752
Italia;Extranjero;2020S2;10502
Italia;Extranjero;2020S1;10740
Italia;Extranjero;2019S2;17386
Italia;Extranjero;2019S1;15841
Italia;Extranjero;2018S2;16852
Italia;Extranjero;2018S1;14292
Italia;Extranjero;2017S2;15930
Italia;Extranjero;2017S1;12668
Italia;Extranjero;2016S2;11572
Italia;Extranjero;2016S1;9938
Italia;Extranjero;2015S2;9741
Italia;Extranjero;2015S1;8727
Italia;Extranjero;2014S2;8184
Italia;Extranjero;2014S1;6574
Italia;Extranjero;2013S2;6577
Italia;Extranjero;2013S1;5482
Italia;Extranjero;2012S2;6176
Italia;Extranjero;2012S1;5696
Italia;Extranjero;2011S2;5978
Italia;Extranjero;2011S1;5563
Italia;Extranjero;2010S2;5632
Italia;Extranjero;2010S1;5452
Italia;Extranjero;2009S2;5860
Italia;Extranjero;2009S1;5817
Italia;Extranjero;2008S2;7323
Italia;Extranjero;2008S1;8448
Países Bajos;Total;2022S1;3469
Países Bajos;Total;2021S2;3023
Países Bajos;Total;2021S1;2746
Países Bajos;Total;2020S2;2234
Países Bajos;Total;2020S1;1596
Países Bajos;Total;2019S2;2390
Países Bajos;Total;2019S1;2219
Países Bajos;Total;2018S2;2389
Países Bajos;Total;2018S1;2195
Países Bajos;Total;2017S2;2369
Países Bajos;Total;2017S1;1998
Países Bajos;Total;2016S2;1890
Países Bajos;Total;2016S1;1813
Países Bajos;Total;2015S2;1731
Países Bajos;Total;2015S1;1520
Países Bajos;Total;2014S2;1535
Países Bajos;Total;2014S1;1438
Países Bajos;Total;2013S2;1517
Países Bajos;Total;2013S1;1398
Países Bajos;Total;2012S2;1490
Países Bajos;Total;2012S1;1397
Países Bajos;Total;2011S2;1586
Países Bajos;Total;2011S1;1566
Países Bajos;Total;2010S2;1486
Países Bajos;Total;2010S1;1501
Países Bajos;Total;2009S2;1467
Países Bajos;Total;2009S1;1528
Países Bajos;Total;2008S2;1821
Países Bajos;Total;2008S1;1975
Países Bajos;España;2022S1;16
Países Bajos;España;2021S2;16
Países Bajos;España;2021S1;19
Países Bajos;España;2020S2;24
Países Bajos;España;2020S1;10
Países Bajos;España;2019S2;25
Países Bajos;España;2019S1;19
Países Bajos;España;2018S2;15
Países Bajos;España;2018S1;22
Países Bajos;España;2017S2;22
Países Bajos;España;2017S1;18
Países Bajos;España;2016S2;29
Países Bajos;España;2016S1;25
Países Bajos;España;2015S2;32
Países Bajos;España;2015S1;18
Países Bajos;España;2014S2;24
Países Bajos;España;2014S1;19
Países Bajos;España;2013S2;18
Países Bajos;España;2013S1;26
Países Bajos;España;2012S2;18
Países Bajos;España;2012S1;24
Países Bajos;España;2011S2;15
Países Bajos;España;2011S1;20
Países Bajos;España;2010S2;18
Países Bajos;España;2010S1;16
Países Bajos;España;2009S2;17
Países Bajos;España;2009S1;20
Países Bajos;España;2008S2;20
Países Bajos;España;2008S1;33
Países Bajos;Extranjero;2022S1;3453
Países Bajos;Extranjero;2021S2;3007
Países Bajos;Extranjero;2021S1;2727
Países Bajos;Extranjero;2020S2;2210
Países Bajos;Extranjero;2020S1;1586
Países Bajos;Extranjero;2019S2;2365
Países Bajos;Extranjero;2019S1;2200
Países Bajos;Extranjero;2018S2;2374
Países Bajos;Extranjero;2018S1;2173
Países Bajos;Extranjero;2017S2;2347
Países Bajos;Extranjero;2017S1;1980
Países Bajos;Extranjero;2016S2;1861
Países Bajos;Extranjero;2016S1;1788
Países Bajos;Extranjero;2015S2;1699
Países Bajos;Extranjero;2015S1;1502
Países Bajos;Extranjero;2014S2;1511
Países Bajos;Extranjero;2014S1;1419
Países Bajos;Extranjero;2013S2;1499
Países Bajos;Extranjero;2013S1;1372
Países Bajos;Extranjero;2012S2;1472
Países Bajos;Extranjero;2012S1;1373
Países Bajos;Extranjero;2011S2;1571
Países Bajos;Extranjero;2011S1;1546
Países Bajos;Extranjero;2010S2;1468
Países Bajos;Extranjero;2010S1;1485
Países Bajos;Extranjero;2009S2;1450
Países Bajos;Extranjero;2009S1;1508
Países Bajos;Extranjero;2008S2;1801
Países Bajos;Extranjero;2008S1;1942
Polonia;Total;2022S1;2022
Polonia;Total;2021S2;2081
Polonia;Total;2021S1;1449
Polonia;Total;2020S2;1386
Polonia;Total;2020S1;1130
Polonia;Total;2019S2;1881
Polonia;Total;2019S1;1624
Polonia;Total;2018S2;1865
Polonia;Total;2018S1;1652
Polonia;Total;2017S2;1826
Polonia;Total;2017S1;1416
Polonia;Total;2016S2;1347
Polonia;Total;2016S1;1266
Polonia;Total;2015S2;1277
Polonia;Total;2015S1;1183
Polonia;Total;2014S2;1397
Polonia;Total;2014S1;1043
Polonia;Total;2013S2;1500
Polonia;Total;2013S1;1145
Polonia;Total;2012S2;1452
Polonia;Total;2012S1;1349
Polonia;Total;2011S2;1774
Polonia;Total;2011S1;1555
Polonia;Total;2010S2;1807
Polonia;Total;2010S1;1623
Polonia;Total;2009S2;1871
Polonia;Total;2009S1;1843
Polonia;Total;2008S2;2968
Polonia;Total;2008S1;3730
Polonia;España;2022S1;6
Polonia;España;2021S2;12
Polonia;España;2021S1;4
Polonia;España;2020S2;7
Polonia;España;2020S1;2
Polonia;España;2019S2;10
Polonia;España;2019S1;3
Polonia;España;2018S2;11
Polonia;España;2018S1;10
Polonia;España;2017S2;23
Polonia;España;2017S1;17
Polonia;España;2016S2;19
Polonia;España;2016S1;20
Polonia;España;2015S2;28
Polonia;España;2015S1;33
Polonia;España;2014S2;41
Polonia;España;2014S1;20
Polonia;España;2013S2;30
Polonia;España;2013S1;17
Polonia;España;2012S2;27
Polonia;España;2012S1;24
Polonia;España;2011S2;29
Polonia;España;2011S1;27
Polonia;España;2010S2;22
Polonia;España;2010S1;9
Polonia;España;2009S2;12
Polonia;España;2009S1;21
Polonia;España;2008S2;22
Polonia;España;2008S1;15
Polonia;Extranjero;2022S1;2016
Polonia;Extranjero;2021S2;2069
Polonia;Extranjero;2021S1;1445
Polonia;Extranjero;2020S2;1379
Polonia;Extranjero;2020S1;1128
Polonia;Extranjero;2019S2;1871
Polonia;Extranjero;2019S1;1621
Polonia;Extranjero;2018S2;1854
Polonia;Extranjero;2018S1;1642
Polonia;Extranjero;2017S2;1803
Polonia;Extranjero;2017S1;1399
Polonia;Extranjero;2016S2;1329
Polonia;Extranjero;2016S1;1246
Polonia;Extranjero;2015S2;1249
Polonia;Extranjero;2015S1;1150
Polonia;Extranjero;2014S2;1356
Polonia;Extranjero;2014S1;1024
Polonia;Extranjero;2013S2;1470
Polonia;Extranjero;2013S1;1128
Polonia;Extranjero;2012S2;1425
Polonia;Extranjero;2012S1;1325
Polonia;Extranjero;2011S2;1745
Polonia;Extranjero;2011S1;1529
Polonia;Extranjero;2010S2;1785
Polonia;Extranjero;2010S1;1614
Polonia;Extranjero;2009S2;1859
Polonia;Extranjero;2009S1;1822
Polonia;Extranjero;2008S2;2945
Polonia;Extranjero;2008S1;3715
Portugal;Total;2022S1;3580
Portugal;Total;2021S2;3979
Portugal;Total;2021S1;2780
Portugal;Total;2020S2;3019
Portugal;Total;2020S1;2594
Portugal;Total;2019S2;4538
Portugal;Total;2019S1;4169
Portugal;Total;2018S2;4830
Portugal;Total;2018S1;4071
Portugal;Total;2017S2;4249
Portugal;Total;2017S1;3300
Portugal;Total;2016S2;3150
Portugal;Total;2016S1;2798
Portugal;Total;2015S2;2546
Portugal;Total;2015S1;2480
Portugal;Total;2014S2;2493
Portugal;Total;2014S1;2061
Portugal;Total;2013S2;2354
Portugal;Total;2013S1;2145
Portugal;Total;2012S2;2456
Portugal;Total;2012S1;2746
Portugal;Total;2011S2;3094
Portugal;Total;2011S1;3038
Portugal;Total;2010S2;3014
Portugal;Total;2010S1;3139
Portugal;Total;2009S2;3646
Portugal;Total;2009S1;4239
Portugal;Total;2008S2;6146
Portugal;Total;2008S1;7808
Portugal;España;2022S1;27
Portugal;España;2021S2;19
Portugal;España;2021S1;13
Portugal;España;2020S2;26
Portugal;España;2020S1;25
Portugal;España;2019S2;27
Portugal;España;2019S1;30
Portugal;España;2018S2;32
Portugal;España;2018S1;27
Portugal;España;2017S2;33
Portugal;España;2017S1;41
Portugal;España;2016S2;43
Portugal;España;2016S1;52
Portugal;España;2015S2;51
Portugal;España;2015S1;53
Portugal;España;2014S2;43
Portugal;España;2014S1;48
Portugal;España;2013S2;47
Portugal;España;2013S1;40
Portugal;España;2012S2;41
Portugal;España;2012S1;47
Portugal;España;2011S2;31
Portugal;España;2011S1;25
Portugal;España;2010S2;19
Portugal;España;2010S1;32
Portugal;España;2009S2;30
Portugal;España;2009S1;26
Portugal;España;2008S2;39
Portugal;España;2008S1;35
Portugal;Extranjero;2022S1;3553
Portugal;Extranjero;2021S2;3960
Portugal;Extranjero;2021S1;2767
Portugal;Extranjero;2020S2;2993
Portugal;Extranjero;2020S1;2569
Portugal;Extranjero;2019S2;4511
Portugal;Extranjero;2019S1;4139
Portugal;Extranjero;2018S2;4798
Portugal;Extranjero;2018S1;4044
Portugal;Extranjero;2017S2;4216
Portugal;Extranjero;2017S1;3259
Portugal;Extranjero;2016S2;3107
Portugal;Extranjero;2016S1;2746
Portugal;Extranjero;2015S2;2495
Portugal;Extranjero;2015S1;2427
Portugal;Extranjero;2014S2;2449
Portugal;Extranjero;2014S1;2013
Portugal;Extranjero;2013S2;2307
Portugal;Extranjero;2013S1;2105
Portugal;Extranjero;2012S2;2416
Portugal;Extranjero;2012S1;2699
Portugal;Extranjero;2011S2;3063
Portugal;Extranjero;2011S1;3012
Portugal;Extranjero;2010S2;2995
Portugal;Extranjero;2010S1;3107
Portugal;Extranjero;2009S2;3616
Portugal;Extranjero;2009S1;4213
Portugal;Extranjero;2008S2;6106
Portugal;Extranjero;2008S1;7773
Alemania;Total;2022S1;6510
Alemania;Total;2021S2;6406
Alemania;Total;2021S1;5860
Alemania;Total;2020S2;4545
Alemania;Total;2020S1;3310
Alemania;Total;2019S2;4998
Alemania;Total;2019S1;4430
Alemania;Total;2018S2;4994
Alemania;Total;2018S1;4420
Alemania;Total;2017S2;4921
Alemania;Total;2017S1;4164
Alemania;Total;2016S2;3818
Alemania;Total;2016S1;3435
Alemania;Total;2015S2;3583
Alemania;Total;2015S1;3162
Alemania;Total;2014S2;3649
Alemania;Total;2014S1;3174
Alemania;Total;2013S2;3926
Alemania;Total;2013S1;3316
Alemania;Total;2012S2;4138
Alemania;Total;2012S1;3868
Alemania;Total;2011S2;4218
Alemania;Total;2011S1;4044
Alemania;Total;2010S2;4301
Alemania;Total;2010S1;4018
Alemania;Total;2009S2;4469
Alemania;Total;2009S1;4799
Alemania;Total;2008S2;5393
Alemania;Total;2008S1;5888
Alemania;España;2022S1;48
Alemania;España;2021S2;64
Alemania;España;2021S1;30
Alemania;España;2020S2;44
Alemania;España;2020S1;27
Alemania;España;2019S2;58
Alemania;España;2019S1;43
Alemania;España;2018S2;56
Alemania;España;2018S1;49
Alemania;España;2017S2;62
Alemania;España;2017S1;62
Alemania;España;2016S2;59
Alemania;España;2016S1;47
Alemania;España;2015S2;54
Alemania;España;2015S1;57
Alemania;España;2014S2;57
Alemania;España;2014S1;55
Alemania;España;2013S2;62
Alemania;España;2013S1;53
Alemania;España;2012S2;64
Alemania;España;2012S1;62
Alemania;España;2011S2;59
Alemania;España;2011S1;52
Alemania;España;2010S2;48
Alemania;España;2010S1;66
Alemania;España;2009S2;57
Alemania;España;2009S1;64
Alemania;España;2008S2;68
Alemania;España;2008S1;76
Alemania;Extranjero;2022S1;6462
Alemania;Extranjero;2021S2;6342
Alemania;Extranjero;2021S1;5830
Alemania;Extranjero;2020S2;4501
Alemania;Extranjero;2020S1;3283
Alemania;Extranjero;2019S2;4940
Alemania;Extranjero;2019S1;4387
Alemania;Extranjero;2018S2;4938
Alemania;Extranjero;2018S1;4371
Alemania;Extranjero;2017S2;4859
Alemania;Extranjero;2017S1;4102
Alemania;Extranjero;2016S2;3759
Alemania;Extranjero;2016S1;3388
Alemania;Extranjero;2015S2;3529
Alemania;Extranjero;2015S1;3105
Alemania;Extranjero;2014S2;3592
Alemania;Extranjero;2014S1;3119
Alemania;Extranjero;2013S2;3863
Alemania;Extranjero;2013S1;3263
Alemania;Extranjero;2012S2;4074
Alemania;Extranjero;2012S1;3806
Alemania;Extranjero;2011S2;4160
Alemania;Extranjero;2011S1;3993
Alemania;Extranjero;2010S2;4253
Alemania;Extranjero;2010S1;3952
Alemania;Extranjero;2009S2;4412
Alemania;Extranjero;2009S1;4735
Alemania;Extranjero;2008S2;5325
Alemania;Extranjero;2008S1;5812
Rumanía;Total;2022S1;9204
Rumanía;Total;2021S2;9287
Rumanía;Total;2021S1;7415
Rumanía;Total;2020S2;8803
Rumanía;Total;2020S1;6934
Rumanía;Total;2019S2;14239
Rumanía;Total;2019S1;12772
Rumanía;Total;2018S2;15219
Rumanía;Total;2018S1;13883
Rumanía;Total;2017S2;16080
Rumanía;Total;2017S1;14951
Rumanía;Total;2016S2;14670
Rumanía;Total;2016S1;13959
Rumanía;Total;2015S2;15172
Rumanía;Total;2015S1;13612
Rumanía;Total;2014S2;15595
Rumanía;Total;2014S1;14126
Rumanía;Total;2013S2;12597
Rumanía;Total;2013S1;10177
Rumanía;Total;2012S2;12538
Rumanía;Total;2012S1;14735
Rumanía;Total;2011S2;24878
Rumanía;Total;2011S1;25953
Rumanía;Total;2010S2;29845
Rumanía;Total;2010S1;22070
Rumanía;Total;2009S2;23465
Rumanía;Total;2009S1;20614
Rumanía;Total;2008S2;25734
Rumanía;Total;2008S1;35528
Rumanía;España;2022S1;117
Rumanía;España;2021S2;163
Rumanía;España;2021S1;110
Rumanía;España;2020S2;130
Rumanía;España;2020S1;98
Rumanía;España;2019S2;218
Rumanía;España;2019S1;144
Rumanía;España;2018S2;179
Rumanía;España;2018S1;180
Rumanía;España;2017S2;470
Rumanía;España;2017S1;470
Rumanía;España;2016S2;421
Rumanía;España;2016S1;438
Rumanía;España;2015S2;450
Rumanía;España;2015S1;468
Rumanía;España;2014S2;388
Rumanía;España;2014S1;431
Rumanía;España;2013S2;343
Rumanía;España;2013S1;349
Rumanía;España;2012S2;327
Rumanía;España;2012S1;322
Rumanía;España;2011S2;368
Rumanía;España;2011S1;398
Rumanía;España;2010S2;339
Rumanía;España;2010S1;310
Rumanía;España;2009S2;258
Rumanía;España;2009S1;258
Rumanía;España;2008S2;219
Rumanía;España;2008S1;224
Rumanía;Extranjero;2022S1;9087
Rumanía;Extranjero;2021S2;9124
Rumanía;Extranjero;2021S1;7305
Rumanía;Extranjero;2020S2;8673
Rumanía;Extranjero;2020S1;6836
Rumanía;Extranjero;2019S2;14021
Rumanía;Extranjero;2019S1;12628
Rumanía;Extranjero;2018S2;15040
Rumanía;Extranjero;2018S1;13703
Rumanía;Extranjero;2017S2;15610
Rumanía;Extranjero;2017S1;14481
Rumanía;Extranjero;2016S2;14249
Rumanía;Extranjero;2016S1;13521
Rumanía;Extranjero;2015S2;14722
Rumanía;Extranjero;2015S1;13145
Rumanía;Extranjero;2014S2;15207
Rumanía;Extranjero;2014S1;13696
Rumanía;Extranjero;2013S2;12254
Rumanía;Extranjero;2013S1;9828
Rumanía;Extranjero;2012S2;12212
Rumanía;Extranjero;2012S1;14413
Rumanía;Extranjero;2011S2;24510
Rumanía;Extranjero;2011S1;25555
Rumanía;Extranjero;2010S2;29506
Rumanía;Extranjero;2010S1;21760
Rumanía;Extranjero;2009S2;23207
Rumanía;Extranjero;2009S1;20356
Rumanía;Extranjero;2008S2;25515
Rumanía;Extranjero;2008S1;35304
Suecia;Total;2022S1;1707
Suecia;Total;2021S2;1583
Suecia;Total;2021S1;1310
Suecia;Total;2020S2;998
Suecia;Total;2020S1;888
Suecia;Total;2019S2;1466
Suecia;Total;2019S1;1453
Suecia;Total;2018S2;1370
Suecia;Total;2018S1;1270
Suecia;Total;2017S2;1260
Suecia;Total;2017S1;1043
Suecia;Total;2016S2;976
Suecia;Total;2016S1;900
Suecia;Total;2015S2;830
Suecia;Total;2015S1;843
Suecia;Total;2014S2;921
Suecia;Total;2014S1;779
Suecia;Total;2013S2;812
Suecia;Total;2013S1;781
Suecia;Total;2012S2;904
Suecia;Total;2012S1;811
Suecia;Total;2011S2;851
Suecia;Total;2011S1;784
Suecia;Total;2010S2;901
Suecia;Total;2010S1;765
Suecia;Total;2009S2;740
Suecia;Total;2009S1;693
Suecia;Total;2008S2;759
Suecia;Total;2008S1;796
Suecia;España;2022S1;4
Suecia;España;2021S2;16
Suecia;España;2021S1;7
Suecia;España;2020S2;11
Suecia;España;2020S1;4
Suecia;España;2019S2;12
Suecia;España;2019S1;10
Suecia;España;2018S2;7
Suecia;España;2018S1;9
Suecia;España;2017S2;6
Suecia;España;2017S1;13
Suecia;España;2016S2;12
